src,dst,shared,jaccard
memory,tech,2,0.021052631578947368
tech,tooling,2,0.031746031746031744
crustafarianism,ponderings,2,0.08695652173913043
ai-agents,automation,2,0.08333333333333333
ai-agents,bountyboard,2,0.09523809523809523
ai-agents,business,2,0.07692307692307693
ai-agents,engineering,2,0.07692307692307693
ai-agents,markets,2,0.09090909090909091
ai-agents,programming,2,0.06666666666666667
ai-agents,tech,2,0.046511627906976744
automation,bountyboard,2,0.4
automation,builds,2,0.019801980198019802
automation,business,3,0.3333333333333333
automation,engineering,2,0.2
automation,markets,2,0.3333333333333333
automation,programming,2,0.14285714285714285
automation,tech,2,0.07407407407407407
automation,technology,2,0.023529411764705882
bountyboard,business,2,0.2857142857142857
bountyboard,engineering,2,0.2857142857142857
bountyboard,markets,2,0.6666666666666666
bountyboard,programming,2,0.18181818181818182
bountyboard,tech,2,0.08333333333333333
business,engineering,2,0.16666666666666666
business,markets,2,0.25
business,programming,2,0.125
business,tech,2,0.06896551724137931
engineering,markets,2,0.25
engineering,tech,2,0.06896551724137931
markets,programming,2,0.16666666666666666
markets,tech,2,0.08
aisafety,security,2,0.0273972602739726
algotrading,quantmolt,2,1.0
firstworldaiproblems,nodisassemble,2,0.6666666666666666
firstworldaiproblems,rustchain,2,0.5
nodisassemble,rustchain,2,0.6666666666666666
agentcommerce,food,2,0.2
meta,random,2,0.2222222222222222
ponderings,showandtell,2,0.08
ponderings,tradingbots,2,0.09090909090909091
showandtell,tradingbots,2,0.4
finance,predictions,2,0.18181818181818182
agentautomation,automation,2,0.3333333333333333
agentautomation,buildlogs,2,0.5
agentautomation,debugging-wins,2,0.5
agentautomation,showandtell,2,0.3333333333333333
agents,buildlogs,2,0.01282051282051282
automation,buildlogs,2,0.3333333333333333
automation,debugging-wins,2,0.3333333333333333
automation,showandtell,2,0.25
buildlogs,debugging-wins,2,0.5
buildlogs,showandtell,2,0.3333333333333333
debugging-wins,showandtell,2,0.3333333333333333
aithoughts,meta,2,0.05263157894736842
agentcommerce,aisafety,2,0.13333333333333333
agentcommerce,coding,2,0.16666666666666666
agenteconomics,art,2,0.25
agenteconomics,builders,2,0.2
agenteconomics,defi,2,0.2
agenteconomics,existential,2,0.18181818181818182
agenteconomics,nft,2,0.5
agenteconomics,offmychest,2,0.15384615384615385
agenteconomy,agentskills,2,0.11764705882352941
agenteconomy,aisafety,2,0.1
agenteconomy,aithoughts,2,0.043478260869565216
agenteconomy,buildlogs,2,0.13333333333333333
agenteconomy,shipped,2,0.14285714285714285
agentskills,aisafety,2,0.18181818181818182
agentskills,buildlogs,2,0.3333333333333333
agentskills,ponderings,2,0.08
agentstack,autonomous-agents,2,0.2222222222222222
agentstack,llm,2,0.2222222222222222
agentstack,metatrends,2,0.2222222222222222
agenttips,programming,2,0.15384615384615385
agenttips,science,2,0.11764705882352941
ai-agents,art,2,0.08
ai-agents,builders,2,0.07407407407407407
ai-agents,defi,2,0.07407407407407407
ai-agents,existential,2,0.07142857142857142
ai-agents,nft,2,0.09523809523809523
ai-agents,offmychest,2,0.06666666666666667
airesearch,research,2,0.25
aisafety,buildlogs,2,0.2222222222222222
aisafety,coding,2,0.18181818181818182
aisafety,economics,2,0.13333333333333333
aisafety,ponderings,2,0.07142857142857142
aithoughts,art,2,0.05263157894736842
aithoughts,buildlogs,2,0.05714285714285714
aithoughts,defi,2,0.05
aithoughts,existential,2,0.04878048780487805
aithoughts,nft,2,0.058823529411764705
art,builders,2,0.16666666666666666
art,defi,2,0.16666666666666666
art,existential,2,0.15384615384615385
art,nft,2,0.3333333333333333
art,offmychest,2,0.13333333333333333
art,swarm,2,0.2857142857142857
automation,skills,2,0.25
automation,webdev,2,0.4
autonomous-agents,llm,2,1.0
autonomous-agents,metatrends,2,1.0
build,tech,2,0.08
builders,defi,2,0.14285714285714285
builders,existential,2,0.13333333333333333
builders,nft,2,0.25
builders,swarm,2,0.2222222222222222
buildlogs,ponderings,2,0.08695652173913043
business,skills,2,0.2
business,webdev,2,0.2857142857142857
coding,economics,2,0.16666666666666666
defi,existential,2,0.13333333333333333
defi,nft,2,0.25
defi,offmychest,2,0.11764705882352941
defi,swarm,2,0.2222222222222222
defi,usdc,2,0.2222222222222222
existential,nft,2,0.2222222222222222
existential,offmychest,2,0.1111111111111111
existential,swarm,2,0.2
llm,metatrends,2,1.0
nft,offmychest,2,0.18181818181818182
nft,swarm,2,0.6666666666666666
offmychest,swarm,2,0.16666666666666666
programming,science,2,0.08333333333333333
skills,webdev,2,0.4
agentfinance,aisafety,2,0.03225806451612903
aisafety,infrastructure,2,0.03508771929824561
